doc_id,paragraph_idx,tokens,coarse,coarse_probs,fine,fine_probs,is_relation
nyt_37629,6,raising,Contingency,0.8859,Contingency.Cause,0.4629,0.9580311067402363
nyt_37635,38,prompting,Contingency,0.6581,Contingency.Cause,0.7631,0.7776583582162857
nyt_37635,40,That-'s-why,Contingency,0.543,Contingency.Cause,0.4529,0.6786551475524902
nyt_37636,1,leaving,Contingency,0.5834,Contingency.Cause,0.4949,0.7058741450309753
nyt_37639,18,bringing,Contingency,0.5834,Contingency.Cause,0.432,0.7243204712867737
nyt_37644,3,leaving,Contingency,0.6346,Contingency.Cause,0.6929,0.6680863797664642
nyt_37649,17,not,Expansion,0.5382,None,0.4809,0.6077474355697632
nyt_37663,5,helping,Contingency,0.5432,Contingency.Cause,0.385,0.660006582736969
nyt_37668,20,That-leaves,Contingency,0.4607,Contingency.Cause,0.4293,0.6008222103118896
nyt_37668,22,making,Contingency,0.9322,Contingency.Cause,0.9123,0.9746419731527567
nyt_37669,0,enabling,Contingency,0.7111,Contingency.Cause,0.5019,0.8006861507892609
nyt_37669,3,making,Contingency,0.7906,Contingency.Cause,0.7631,0.8631576597690582
nyt_37673,1,symbolizing,Contingency,0.5726,Contingency.Cause,0.4596,0.6389272809028625
nyt_37683,6,That-is-why,Contingency,0.5969,Contingency.Cause,0.4325,0.7049797773361206
nyt_37683,6,That-is-why,Contingency,0.6112,Contingency.Cause,0.536,0.7918935120105743
nyt_37683,6,That-is-why,Contingency,0.5966,Contingency.Cause,0.49,0.7009930908679962
nyt_37684,4,That-is-why,Contingency,0.398,Contingency.Cause,0.4039,0.6099668145179749
nyt_37687,5,making,Contingency,0.5248,Contingency.Cause,0.4206,0.7373620867729187
nyt_37689,1,giving,Contingency,0.715,Contingency.Cause,0.5116,0.7723475396633148
nyt_37702,6,meaning,Contingency,0.6358,Contingency.Cause,0.5282,0.7785649448633194
nyt_37705,8,showing,Contingency,0.6078,Contingency.Cause,0.5795,0.7079178690910339
nyt_37709,5,making,Contingency,0.86,Contingency.Cause,0.7681,0.8845550492405891
nyt_37709,7,leaving,Contingency,0.6474,Contingency.Cause,0.5471,0.7592300921678543
nyt_37716,22,allowing,Contingency,0.7474,Contingency.Cause,0.6408,0.8664195537567139
nyt_37717,7,setting-off,Contingency,0.6268,None,0.3937,0.7512403726577759
nyt_37722,11,suggesting,Contingency,0.5057,Contingency.Cause,0.4182,0.6279175877571106
nyt_37723,13,Adding-that-refinement,None,0.3977,None,0.3258,0.602279931306839
nyt_37727,6,leaving,Contingency,0.69,Contingency.Cause,0.6121,0.7924989461898804
nyt_37736,7,which-put,Contingency,0.5131,Contingency.Cause,0.5292,0.6222378611564636
nyt_37736,12,preventing,Contingency,0.8317,Contingency.Cause,0.5474,0.9131611958146095
nyt_37742,0,leaving,Contingency,0.5286,Contingency.Cause,0.4487,0.7771848440170288
nyt_37744,18,freeing,Contingency,0.8762,Contingency.Cause,0.7601,0.9029781371355057
nyt_37749,11,allowing,Contingency,0.7382,Contingency.Cause,0.5694,0.8091032803058624
nyt_37749,23,leaving,Contingency,0.7084,Contingency.Cause,0.678,0.7929716110229492
nyt_37750,12,trying,Contingency,0.5163,None,0.3832,0.6574603617191315
nyt_37755,3,giving,Contingency,0.8406,Contingency.Cause,0.6118,0.9227105677127838
nyt_37755,16,dirtying,Contingency,0.5433,None,0.3777,0.6965228319168091
nyt_37755,18,scoring,Contingency,0.7685,Contingency.Cause,0.6773,0.8761603385210037
nyt_37758,20,leaving,Contingency,0.7982,Contingency.Cause,0.7974,0.8287433385848999
nyt_37760,0,leaving,Contingency,0.4462,Contingency.Cause,0.4079,0.6397385597229004
nyt_37761,2,suggesting,Contingency,0.8188,Contingency.Cause,0.6669,0.9216038510203362
nyt_37791,11,igniting,Contingency,0.6781,Contingency.Cause,0.4784,0.8038702309131622
nyt_37792,1,leaving,Contingency,0.784,Contingency.Cause,0.5647,0.8740233033895493
nyt_37792,10,meaning,Contingency,0.7461,Contingency.Cause,0.6294,0.866845116019249
nyt_37796,2,leaving,Contingency,0.636,Contingency.Cause,0.5851,0.7657840400934219
nyt_37806,9,adding,Contingency,0.6212,Contingency.Cause,0.5649,0.7666217088699341
nyt_37807,3,meaning,Contingency,0.6817,Contingency.Cause,0.5553,0.8801109492778778
nyt_37807,13,necessitating,Contingency,0.7368,Contingency.Cause,0.7566,0.786636471748352
nyt_37815,0,casting,Contingency,0.5112,Contingency.Cause,0.5172,0.6298566460609436
nyt_37819,0,killing,Contingency,0.7534,Contingency.Cause,0.7396,0.8585440367460251
nyt_37819,5,killing,Contingency,0.9271,Contingency.Cause,0.8372,0.9394652433693409
nyt_37819,5,wounding,Contingency,0.5273,None,0.4685,0.6398121416568756
nyt_37822,2,reflecting,Contingency,0.8988,Contingency.Cause,0.7901,0.9310111105442047
nyt_37822,7,suggesting,Contingency,0.8086,Contingency.Cause,0.6069,0.8731975555419922
nyt_37823,30,costing,Contingency,0.7526,Contingency.Cause,0.6244,0.7812432199716568
nyt_37827,2,meaning,Contingency,0.8119,Contingency.Cause,0.5069,0.944782629609108
nyt_37827,12,leaving,Contingency,0.7089,Contingency.Cause,0.6601,0.7903629839420319
nyt_37828,8,For-one-thing,None,0.3958,None,0.3879,0.6042366027832031
nyt_37834,17,That-could-be-one-reason,Contingency,0.611,Contingency.Cause,0.4763,0.6823472082614899
nyt_37835,3,justifying,Contingency,0.655,Contingency.Cause,0.5817,0.7510725557804108
nyt_37835,31,causing,Contingency,0.6063,Contingency.Cause,0.5741,0.6225557923316956
nyt_37835,32,causing,Contingency,0.8075,Contingency.Cause,0.7486,0.860314816236496
nyt_37838,2,which-means,Contingency,0.7546,Contingency.Cause,0.6159,0.8254797160625458
nyt_37845,6,meaning,Contingency,0.6549,Contingency.Cause,0.5116,0.8247914016246796
nyt_37846,2,making,Contingency,0.9482,Contingency.Cause,0.8989,0.9636845029890537
nyt_37846,3,leaving,Contingency,0.5823,Contingency.Cause,0.8265,0.7835913896560669
nyt_37846,19,leading,Contingency,0.8047,Contingency.Cause,0.626,0.8861228823661804
nyt_37865,0,not,Expansion,0.4406,None,0.3671,0.6364764273166656
nyt_37866,8,raising,Contingency,0.8469,Contingency.Cause,0.7645,0.9029252007603645
nyt_37873,0,showing,Contingency,0.4877,Contingency.Cause,0.4874,0.6404516696929932
nyt_37880,13,setting-off,Contingency,0.6549,Contingency.Cause,0.4757,0.8061753809452057
nyt_37888,2,revealing,Contingency,0.5631,Contingency.Cause,0.5136,0.6812501549720764
nyt_37893,3,causing,Contingency,0.6564,Contingency.Cause,0.7961,0.720335990190506
nyt_37893,3,setting,Contingency,0.7846,Contingency.Cause,0.4921,0.8639878481626511
nyt_37893,4,assuming,Contingency,0.5995,None,0.3075,0.7219962477684021
nyt_37894,4,offering,Contingency,0.5578,Contingency.Cause,0.4343,0.6756711304187775
nyt_37895,15,plunging,Contingency,0.6656,Contingency.Cause,0.5567,0.7842957973480225
nyt_37895,21,killing,Contingency,0.9058,Contingency.Cause,0.8482,0.9197641834616661
nyt_37899,1,transforming,Contingency,0.5397,Contingency.Cause,0.5552,0.613139420747757
nyt_37899,27,meaning,None,0.3814,None,0.2908,0.6186255216598511
nyt_37906,4,giving,Contingency,0.8941,Contingency.Cause,0.7159,0.9264518171548843
nyt_37912,9,That-is-to,Contingency,0.4736,None,0.5028,0.6316453218460083
nyt_37912,12,load,Contingency,0.4813,Contingency.Cause,0.4151,0.6418309807777405
nyt_37917,3,facilitating,Contingency,0.7131,Contingency.Cause,0.6904,0.7430187165737152
nyt_37923,14,blaming,Contingency,0.591,Contingency.Cause,0.5855,0.6599512696266174
nyt_37924,6,reducing,Contingency,0.8062,Contingency.Cause,0.8256,0.8393468856811523
nyt_37925,1,guaranteeing,Contingency,0.8806,Contingency.Cause,0.6471,0.9167639911174774
nyt_37925,21,since-then,Temporal,0.4552,None,0.5115,0.6371188759803772
nyt_37926,12,leading,Contingency,0.833,Contingency.Cause,0.8824,0.8927038684487343
nyt_37943,10,killing,Contingency,0.6299,Contingency.Cause,0.5881,0.6996851861476898
nyt_37952,10,''-That-'s-why,Contingency,0.3806,Contingency.Cause,0.3318,0.6272584199905396
nyt_37956,0,prompting,Contingency,0.5847,Contingency.Cause,0.5087,0.7359512448310852
nyt_37956,1,showing,Contingency,0.8934,Contingency.Cause,0.8715,0.9458013959228992
nyt_37957,1,making,Contingency,0.7135,Contingency.Cause,0.5675,0.8669068366289139
nyt_37960,8,affecting,Contingency,0.5291,Contingency.Cause,0.5023,0.7110783457756042
nyt_37968,1,compelling,Contingency,0.5882,Contingency.Cause,0.549,0.667971283197403
nyt_37968,7,For-this-reason,Contingency,0.4946,None,0.4208,0.625937283039093
nyt_37971,1,That-is-because,Contingency,0.4936,Contingency.Cause,0.4403,0.6315582394599915
nyt_37976,1,inspiring,Contingency,0.7535,Contingency.Cause,0.8007,0.8233005553483963
nyt_37976,5,allowing,Contingency,0.688,Contingency.Cause,0.6142,0.7809623777866364
nyt_37976,9,threatening,Contingency,0.6059,Contingency.Cause,0.6001,0.6560976803302765
nyt_37976,19,which-explains-why,Contingency,0.4904,None,0.5119,0.6091992259025574
nyt_37978,12,bringing,Contingency,0.5668,Contingency.Cause,0.4597,0.6774566769599915
nyt_37986,24,easing,Contingency,0.7859,Contingency.Cause,0.8436,0.8036869913339615
nyt_37986,25,largely-reflecting,Contingency,0.6458,Contingency.Cause,0.5444,0.7623369991779327
nyt_37989,10,enhancing,Contingency,0.7608,Contingency.Cause,0.7398,0.8452455997467041
nyt_37997,0,killing,Contingency,0.7503,Contingency.Cause,0.5118,0.881594218313694
nyt_38004,25,not,Expansion,0.5372,None,0.3928,0.6286980509757996
nyt_38005,6,blocking,Contingency,0.5798,Contingency.Cause,0.6323,0.7050913870334625
nyt_38007,18,helping,Contingency,0.6957,Contingency.Cause,0.5271,0.7425341606140137
nyt_38008,5,giving,Contingency,0.6385,Contingency.Cause,0.7243,0.7043807804584503
nyt_38011,6,causing,Contingency,0.6981,Contingency.Cause,0.7077,0.7364906668663025
nyt_38013,5,leaving,Contingency,0.737,Contingency.Cause,0.6006,0.8259965479373932
nyt_38014,11,which-would-mean,Contingency,0.5023,Contingency.Cause,0.4681,0.630927324295044
nyt_38017,9,fueling,Contingency,0.7851,Contingency.Cause,0.7465,0.8478653430938721
nyt_38019,3,ensuring,Contingency,0.8597,Contingency.Cause,0.8982,0.8799334242939949
nyt_38024,7,not,Expansion,0.47,None,0.3931,0.7171053886413574
nyt_38028,9,making,Contingency,0.7716,Contingency.Cause,0.765,0.8804216533899307
nyt_38029,8,After-that,None,0.3924,None,0.3797,0.6075867712497711
nyt_38029,11,making,Contingency,0.7023,Contingency.Cause,0.7623,0.7656451165676117
nyt_38030,22,not,Expansion,0.4058,Expansion.Substitution,0.2089,0.7513521611690521
nyt_38031,0,suggesting,Contingency,0.7526,Contingency.Cause,0.7622,0.8365183621644974
nyt_38031,0,pushed-up-by,Contingency,0.5344,None,0.4977,0.6009281873703003
nyt_38032,11,replacing,Contingency,0.4832,Contingency.Cause,0.4696,0.6137598156929016
nyt_38032,20,That-'s-why,Contingency,0.5916,Contingency.Cause,0.5425,0.6708805561065674
nyt_38033,13,prompting,Contingency,0.7642,Contingency.Cause,0.7693,0.8310379385948181
nyt_38040,5,padding,Contingency,0.5934,Contingency.Cause,0.537,0.8898185938596725
nyt_38040,8,That-means,Contingency,0.7115,Contingency.Cause,0.3656,0.8034197092056274
nyt_38043,20,assuming,Contingency,0.7877,Contingency.Cause,0.1828,0.9072195291519165
nyt_38043,21,letting,Contingency,0.5051,Contingency.Cause,0.3737,0.706626296043396
nyt_38046,9,causing,Contingency,0.7197,Contingency.Cause,0.591,0.7839055806398392
nyt_38054,17,loading,Contingency,0.8522,Contingency.Cause,0.7597,0.926273874938488
nyt_38054,23,reducing,Contingency,0.9371,Contingency.Cause,0.9433,0.9607353210449219
nyt_38055,18,that-means,Contingency,0.5975,Contingency.Cause,0.4993,0.7202128767967224
nyt_38075,0,killing,Contingency,0.7358,Contingency.Cause,0.615,0.812584176659584
nyt_38075,1,causing,Contingency,0.7893,Contingency.Cause,0.7531,0.8716445416212082
nyt_38075,20,striking,Contingency,0.7096,Contingency.Cause,0.5584,0.8325207829475403
nyt_38078,1,showing,Contingency,0.5508,Contingency.Cause,0.3924,0.6253297924995422
nyt_38080,7,attempting,Contingency,0.4963,None,0.2842,0.706806868314743
nyt_38085,0,Dogged-by,Contingency,0.4992,None,0.3878,0.6719887554645538
nyt_38089,3,thrusting,Contingency,0.6915,Contingency.Cause,0.656,0.7702916860580444
nyt_38093,15,providing,Contingency,0.6629,None,0.3621,0.7634005546569824
nyt_38094,8,throwing-off,Contingency,0.769,Contingency.Cause,0.526,0.831281915307045
nyt_38095,4,signaling,Contingency,0.9588,Contingency.Cause,0.8635,0.9842655546963215
nyt_38096,1,making,Contingency,0.573,Contingency.Cause,0.5746,0.6494609415531158
nyt_38098,7,only-to-be,Temporal,0.3643,None,0.2566,0.6359630227088928
nyt_38104,18,much-less,Expansion,0.3899,None,0.2955,0.6561399102210999
nyt_38108,2,allowing,Contingency,0.7285,Contingency.Cause,0.6954,0.7646219283342361
nyt_38109,3,raising,Contingency,0.8439,Contingency.Cause,0.7025,0.880345419049263
nyt_38121,9,This-is-why,Contingency,0.4711,Contingency.Cause,0.3897,0.6560642123222351
nyt_38122,11,shattering,Contingency,0.5356,Contingency.Cause,0.4251,0.7402671873569489
nyt_38128,0,beginning,Contingency,0.792,Contingency.Cause,0.7258,0.8474229276180267
nyt_38133,1,underscoring,Contingency,0.5277,None,0.4646,0.6563532650470734
nyt_38139,2,compelling,Contingency,0.4692,Contingency.Cause,0.3875,0.6087988913059235
nyt_38141,12,obscuring,Contingency,0.7271,Contingency.Cause,0.5814,0.8150387108325958
nyt_38146,1,prompting,Contingency,0.7508,Contingency.Cause,0.6643,0.8540186583995819
nyt_38148,23,accenting,Contingency,0.3657,None,0.2082,0.6528186798095703
nyt_38150,12,revealing,Contingency,0.5702,Contingency.Cause,0.5915,0.7165473699569702
nyt_38153,2,making,Contingency,0.9885,Contingency.Cause,0.9883,0.9919435828924179
nyt_38155,6,bringing,Contingency,0.8706,Contingency.Cause,0.7295,0.9221550524234772
nyt_38161,21,not,Expansion,0.5644,None,0.3351,0.6690160036087036
nyt_38164,3,leaving,Contingency,0.739,Contingency.Cause,0.657,0.8007410168647766
nyt_38164,7,wounding,Contingency,0.7629,Contingency.Cause,0.5962,0.8484136015176773
nyt_38164,21,marking,Contingency,0.481,None,0.4252,0.6291971802711487
nyt_38165,10,giving,Contingency,0.9194,Contingency.Cause,0.8976,0.9653142094612122
nyt_38166,16,not,Expansion,0.459,None,0.3268,0.6448755860328674
nyt_38167,0,prompting,Contingency,0.8495,Contingency.Cause,0.8387,0.9199652075767517
nyt_38188,16,Beyond-that,None,0.3649,None,0.3207,0.6350724697113037
nyt_38192,12,paving,Contingency,0.7176,Contingency.Cause,0.6163,0.7613426744937897
nyt_38194,2,trying,Contingency,0.5745,None,0.5009,0.6527954936027527
nyt_38200,17,making,Contingency,0.8427,Contingency.Cause,0.8553,0.9725322611629963
nyt_38213,27,signaling,Contingency,0.6094,Contingency.Cause,0.5215,0.6489569246768951
nyt_38219,1,making,Contingency,0.9052,Contingency.Cause,0.8877,0.9142678752541542
nyt_38219,5,ensuring,Contingency,0.6069,None,0.4321,0.6891864836215973
nyt_38219,7,valuing,Contingency,0.829,Contingency.Cause,0.7995,0.8871187716722488
nyt_38221,5,prompting,Contingency,0.8498,Contingency.Cause,0.9292,0.8846392706036568
nyt_38222,8,That-leaves,Contingency,0.4122,Contingency.Cause,0.3355,0.6460371315479279
nyt_38223,10,This-makes,Contingency,0.5908,Contingency.Cause,0.4777,0.6750733256340027
nyt_38230,10,providing,Contingency,0.7124,Contingency.Cause,0.5491,0.7559856921434402
nyt_38235,3,adding,None,0.383,None,0.298,0.6170291900634766
nyt_38235,11,enabling,Contingency,0.7946,Contingency.Cause,0.6038,0.8435372412204742
nyt_38238,15,suggesting,Contingency,0.5912,Contingency.Cause,0.4651,0.7625687122344971
nyt_38238,36,prompting,Contingency,0.7594,Contingency.Cause,0.5924,0.8327042162418365
nyt_38238,50,requiring,Contingency,0.6627,Contingency.Cause,0.5129,0.7518646717071533
nyt_38248,33,making,Contingency,0.9475,Contingency.Cause,0.9438,0.9716658238321543
nyt_38253,10,drawing,Contingency,0.5574,Contingency.Cause,0.3688,0.6844659745693207
nyt_38256,12,ending,Contingency,0.6878,None,0.501,0.7494329214096069
nyt_38258,2,meaning,Contingency,0.5624,Contingency.Cause,0.4601,0.7661593556404114
nyt_38261,0,putting,Contingency,0.7819,Contingency.Cause,0.6501,0.9101082533597946
nyt_38263,12,suggesting,Contingency,0.4824,Contingency.Cause,0.4156,0.6040893197059631
nyt_38263,16,uncovering,Contingency,0.6147,Contingency.Cause,0.6369,0.6961890459060669
nyt_38264,4,leading,Contingency,0.8825,Contingency.Cause,0.8042,0.9081988632678986
nyt_38264,5,That-led-to-threats,Contingency,0.5313,Contingency.Cause,0.4056,0.6414031088352203
nyt_38264,11,killing,Contingency,0.7652,Contingency.Cause,0.6718,0.8876395002007484
nyt_38264,12,killing,Contingency,0.7294,Contingency.Cause,0.517,0.8534842133522034
nyt_38264,12,wounding,Contingency,0.4741,None,0.487,0.6126050055027008
nyt_38266,5,reflecting,Contingency,0.6903,Contingency.Cause,0.6377,0.802551656961441
nyt_38269,15,That-has-given,Contingency,0.5485,Contingency.Cause,0.5166,0.6657925248146057
nyt_38269,22,Even-so,None,0.383,None,0.2654,0.6169703602790833
nyt_38278,0,shutting-down,Contingency,0.7231,Contingency.Cause,0.4522,0.7757336646318436
nyt_38280,15,helping,Contingency,0.7378,Contingency.Cause,0.5759,0.8441495299339294
nyt_38280,22,minimizing,Contingency,0.491,Contingency.Cause,0.4402,0.6182556450366974
nyt_38280,26,''-That-'s-because,Contingency,0.4683,Contingency.Cause,0.2886,0.6237022280693054
nyt_38280,41,helping,Contingency,0.7751,Contingency.Cause,0.5208,0.8715006411075592
nyt_38284,0,continuing,Contingency,0.6752,Contingency.Cause,0.4351,0.8216914087533951
nyt_38284,1,killing,Contingency,0.8406,Contingency.Cause,0.7508,0.9074216037988663
nyt_38284,1,wounding,Contingency,0.5207,Contingency.Cause,0.3914,0.7616688013076782
nyt_38284,2,killing,Contingency,0.8945,Contingency.Cause,0.771,0.9152151495218277
nyt_38284,17,echoing,Contingency,0.4189,None,0.4436,0.6670641899108887
nyt_38287,9,sending,Contingency,0.5797,Contingency.Cause,0.4881,0.6653715670108795
nyt_38287,19,Another-reason-is-that,Contingency,0.4415,None,0.4311,0.6409152746200562
nyt_38287,20,wreaking,Contingency,0.7511,Contingency.Cause,0.4888,0.8392657190561295
nyt_38291,24,''-That-is-why,Contingency,0.5853,Contingency.Cause,0.5118,0.6438419818878174
nyt_38293,7,making,Contingency,0.9008,Contingency.Cause,0.8818,0.9148297905921936
nyt_38293,12,forcing,Contingency,0.8047,Contingency.Cause,0.8262,0.8664008378982544
nyt_38295,14,trying,Contingency,0.5752,None,0.3633,0.6941649317741394
nyt_38302,13,The-reason-the,Contingency,0.4337,None,0.4028,0.637315034866333
nyt_38302,16,raising,Contingency,0.9274,Contingency.Cause,0.9295,0.9466051459312439
nyt_38306,13,than,Expansion,0.4484,None,0.4887,0.6160074472427368
nyt_38307,9,leaving,Contingency,0.7901,Contingency.Cause,0.8209,0.870458573102951
nyt_38307,11,preventing,Contingency,0.6331,Contingency.Cause,0.5705,0.6992690563201904
nyt_38308,5,creating,Contingency,0.4899,None,0.3809,0.6898523569107056
nyt_38315,11,cushioning,Contingency,0.519,Contingency.Cause,0.457,0.6410098373889923
nyt_38318,3,leaving,Contingency,0.7057,Contingency.Cause,0.7996,0.8036519885063171
nyt_38325,15,forcing,Contingency,0.7418,Contingency.Cause,0.77,0.8344852328300476
nyt_38334,8,killing,Contingency,0.7912,Contingency.Cause,0.6446,0.8706799894571304
nyt_38334,16,allowing,Contingency,0.6036,Contingency.Cause,0.6658,0.6723859906196594
nyt_38346,5,making,Contingency,0.9462,Contingency.Cause,0.8792,0.964127890765667
nyt_38346,42,reducing,Contingency,0.5623,Contingency.Cause,0.513,0.6011544764041901
nyt_38346,49,next,None,0.3794,None,0.3818,0.6206011772155762
nyt_38346,96,suggesting,Contingency,0.6806,Contingency.Cause,0.6798,0.8809216022491455
nyt_38350,21,seeking,Contingency,0.6119,Contingency.Cause,0.4587,0.6975550055503845
nyt_38351,4,leaving,Contingency,0.8886,Contingency.Cause,0.8083,0.9269774332642555
nyt_38352,1,drawing,Contingency,0.5619,Contingency.Cause,0.4196,0.6815837025642395
nyt_38354,12,leaving,Contingency,0.6807,Contingency.Cause,0.6096,0.7959980070590973
nyt_38354,20,putting,Contingency,0.8934,Contingency.Cause,0.7858,0.9138741567730904
nyt_38359,2,providing,Contingency,0.6455,Contingency.Cause,0.427,0.697361558675766
nyt_38362,14,That-means,Contingency,0.6305,Contingency.Cause,0.4937,0.760871410369873
nyt_38364,6,allowing,Contingency,0.7592,Contingency.Cause,0.7272,0.8453537374734879
nyt_38364,15,raising,Contingency,0.938,Contingency.Cause,0.7525,0.9667324870824814
nyt_38364,20,That-underscores,Contingency,0.6033,Contingency.Cause,0.5228,0.6804311871528625
nyt_38373,18,Which-is-why,Contingency,0.551,Contingency.Cause,0.3974,0.6902298331260681
nyt_38377,0,encouraging,Contingency,0.5064,Contingency.Cause,0.3665,0.7017444968223572
nyt_38377,6,prompting,Contingency,0.5965,Contingency.Cause,0.4439,0.7570885419845581
nyt_38383,2,That-made,Contingency,0.4812,Contingency.Cause,0.4908,0.6067223846912384
nyt_38383,40,Since-then,Temporal,0.409,None,0.3601,0.6306737661361694
nyt_38385,3,rather-than,None,0.3981,None,0.3405,0.6018542647361755
nyt_38385,8,meaning,Contingency,0.5196,Contingency.Cause,0.4449,0.7320667803287506
nyt_38396,4,giving,Contingency,0.7996,Contingency.Cause,0.7105,0.9001208916306496
nyt_38399,0,allowing,Contingency,0.6768,Contingency.Cause,0.7197,0.7573501616716385
nyt_38404,6,suggesting,Contingency,0.6646,Contingency.Cause,0.5326,0.7594901919364929
nyt_38410,7,That-explains,Contingency,0.4977,None,0.4094,0.6290395855903625
nyt_38412,6,not,Expansion,0.4502,None,0.3664,0.6053874492645264
nyt_38415,10,clogging,Contingency,0.6957,Contingency.Cause,0.4988,0.7945751696825027
nyt_38423,6,leaving,Contingency,0.7115,Contingency.Cause,0.8355,0.8251790553331375
nyt_38428,0,bringing,Contingency,0.5351,Contingency.Cause,0.4016,0.6376907229423523
nyt_38433,9,deepening,Contingency,0.953,Contingency.Cause,0.8073,0.965931162238121
nyt_38434,17,prompting,Contingency,0.9075,Contingency.Cause,0.9479,0.9248346835374832
nyt_38436,5,meaning,Contingency,0.8077,Contingency.Cause,0.5076,0.9021823406219482
nyt_38447,14,creating,Contingency,0.6649,Contingency.Cause,0.5992,0.7730964571237564
nyt_38448,7,accounting,Contingency,0.564,Contingency.Cause,0.5688,0.6939970254898071
nyt_38449,21,This-may-be-because,Contingency,0.6036,None,0.5167,0.6805287003517151
nyt_38450,26,giving,Contingency,0.9325,Contingency.Cause,0.8432,0.9615250676870346
nyt_38452,22,It-meant,Contingency,0.7162,Contingency.Cause,0.6141,0.7702925801277161
nyt_38453,39,The-reason,Contingency,0.5141,Contingency.Cause,0.4304,0.6070025563240051
nyt_38455,11,providing,Contingency,0.6449,Contingency.Cause,0.6462,0.7844324111938477
nyt_38458,7,sending,Contingency,0.8058,Contingency.Cause,0.7899,0.8405935019254684
nyt_38460,3,suggesting,Contingency,0.8231,Contingency.Cause,0.6198,0.8948120027780533
nyt_38460,9,rooting,Contingency,0.6306,Contingency.Cause,0.5077,0.6919911503791809
nyt_38460,20,The-result-is,Contingency,0.4747,None,0.3922,0.6006081700325012
nyt_38464,19,raising,Contingency,0.8824,Contingency.Cause,0.7246,0.9286392107605934
nyt_38478,26,adding,Contingency,0.3762,Contingency.Cause,0.3341,0.6473031640052795
nyt_38482,43,leaving,Contingency,0.7419,Contingency.Cause,0.4862,0.8457759767770767
nyt_38483,2,revealing,Contingency,0.4509,Contingency.Cause,0.398,0.6133803725242615
nyt_38492,2,which-makes,Contingency,0.5013,Contingency.Cause,0.3443,0.6190064251422882
nyt_38497,13,ensuring,Contingency,0.9103,Contingency.Cause,0.7615,0.9475966617465019
nyt_38497,15,evoking,Contingency,0.4762,None,0.3483,0.6573677361011505
nyt_38498,3,What-'s-more,Expansion,0.4865,None,0.4684,0.6306576132774353
nyt_38499,0,straining,Contingency,0.5844,Contingency.Cause,0.5904,0.642170786857605
nyt_38499,17,''-That-'s-why,Contingency,0.499,Contingency.Cause,0.4354,0.6517096161842346
nyt_38503,8,making,Contingency,0.7749,Contingency.Cause,0.6285,0.873300701379776
nyt_38517,0,helping,Contingency,0.6931,Contingency.Cause,0.6604,0.8116300106048584
nyt_38519,2,meaning,Contingency,0.9234,Contingency.Cause,0.9028,0.9495972618460655
nyt_38520,13,taking,Contingency,0.4931,None,0.3659,0.6026654541492462
nyt_38522,0,ending,Contingency,0.6639,Contingency.Cause,0.7196,0.8477874994277954
nyt_38535,2,making,Contingency,0.9354,Contingency.Cause,0.9069,0.9506390020251274
nyt_38540,3,leaving,Contingency,0.9239,Contingency.Cause,0.8332,0.9538403153419495
nyt_38540,8,helped-by,Contingency,0.5535,Contingency.Cause,0.5395,0.6361595690250397
nyt_38546,30,not,None,0.3986,None,0.4836,0.6013606786727905
nyt_38547,1,bringing,Contingency,0.7215,Contingency.Cause,0.4031,0.8336628675460815
nyt_38550,2,killing,Contingency,0.8723,Contingency.Cause,0.6724,0.9308199360966682
nyt_38554,9,imbuing,Contingency,0.4288,None,0.3621,0.6161425709724426
nyt_38555,0,rendering,Contingency,0.9492,Contingency.Cause,0.8308,0.9727785997092724
nyt_38556,1,stirring,Contingency,0.6358,Contingency.Cause,0.4504,0.6873132288455963
nyt_38556,1,injuring,Contingency,0.6889,Contingency.Cause,0.5022,0.7624677419662476
nyt_38556,7,only-to-be,Temporal,0.4977,None,0.6177,0.6742071509361267
nyt_38558,15,putting,Contingency,0.7995,Contingency.Cause,0.6347,0.9404272437095642
nyt_38561,10,seeking,Contingency,0.4862,None,0.4557,0.6069568991661072
nyt_38561,43,giving,Contingency,0.797,Contingency.Cause,0.6989,0.8516895473003387
nyt_38568,8,At-the-time,Temporal,0.4113,None,0.4228,0.6714344024658203
nyt_38569,11,Which-is-why,Contingency,0.6165,Contingency.Cause,0.65,0.6926958560943604
nyt_38569,37,undermining,Contingency,0.5933,Contingency.Cause,0.5314,0.6194510459899902
nyt_38571,14,not,Expansion,0.5849,Expansion.Substitution,0.2441,0.7108959555625916
nyt_38573,0,And-that-raises,Contingency,0.533,Contingency.Cause,0.3959,0.7085257172584534
nyt_38585,11,signaling,Contingency,0.6422,Contingency.Cause,0.7105,0.7371198534965515
nyt_38593,14,assuming,Contingency,0.7149,Contingency.Cause,0.2678,0.7821359187364578
nyt_38594,18,tying,Contingency,0.5889,Contingency.Cause,0.3947,0.6836146712303162
nyt_38594,18,hurting,Contingency,0.5636,None,0.4692,0.6159656047821045
nyt_38607,7,increasing,Contingency,0.8414,Contingency.Cause,0.7234,0.8691307604312897
nyt_38610,21,prompting,Contingency,0.7747,Contingency.Cause,0.6034,0.8672461658716202
nyt_38619,13,bringing,Contingency,0.6442,Contingency.Cause,0.7607,0.8093385100364685
nyt_38636,11,leading-to-rising,Contingency,0.6397,None,0.4461,0.7180785238742828
nyt_38639,16,adding,Contingency,0.5558,Contingency.Cause,0.4041,0.730983316898346
